facility number,average,,40,
Methods,Gap (%),Time (s),Gap (%),Time (s)
Gurobi,0.00,12.92,0.00 $\pm$ 0.00,12.92 $\pm$ 1.20
GA,12.66,111.39,12.66 $\pm$ 3.82,111.39 $\pm$ 72.63
LNS,4.47,31.37,4.47 $\pm$ 5.25,31.37 $\pm$ 29.65
Random-swap,62.01,8.25,62.01 $\pm$ 3.86,8.25 $\pm$ 1.19
PPO-swap,3.74,12.01,3.74 $\pm$ 4.82,12.01 $\pm$ 2.74
